Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
72.2,0,3.85,47.73638191,46,0,7.9,0,49,5.25,53,0.1,322.543121,0.2,0.2,0.682,12.9
72.1,6,5.93,857.1307037,74,0,55.8,7,85,4.26,85,0.4,5968.876767,3.3,3.2,0.706,13.1
73.3,65,7.19,394.9321299,99,0,49.4,73,99,8.28,99,0.1,7313.557962,3.1,3.0,0.7,13.5
72.0,33,1.35,1.132766775,77,8927,56.8,39,85,5.37,85,0.1,64.72953,5.1,4.9,0.675,12.0
73.7,8,0.97,122.6523334,83,517,48.5,10,83,3.78,8,0.1,1762.24617,6.4,6.3,0.636,11.4
73.8,1,7.24,194.1732658,95,22,52.0,1,88,1.5,92,0.1,2964.47734,2.6,2.8,0.738,13.3
63.3,32,1.03,76.60442169,7,1,18.0,45,7,4.86,7,0.5,412.739341,7.6,7.5,0.503,10.2
78.0,0,0.83,361.0940984,62,0,48.2,0,66,3.9,66,0.1,2643.441423,1.5,1.5,0.589,10.7
73.0,70,7.1,30.30374691,99,57,48.6,79,99,8.36,99,0.1,586.145975,3.1,3.1,0.698,13.8
73.9,1,4.09,260.9963826,95,0,51.9,1,96,3.71,95,0.1,3526.978143,2.0,2.1,0.729,12.7
73.7,3,0.43,409.9812523,96,394,32.5,4,97,3.61,97,0.1,7269.17114,8.7,8.5,0.736,12.3
61.3,2,0.17,56.98952474,83,1,21.1,2,84,3.82,83,0.1,778.5454199,7.2,7.0,0.465,10.3
68.9,1,12.6,364.426052,98,149,57.2,1,97,6.34,99,0.1,3848.215966,2.2,2.4,0.723,14.6
74.2,21,1.49,32.78235828,96,7,61.9,25,97,5.61,97,0.1,1672.5693,4.9,4.7,0.715,13.0
62.1,59,1.81,154.2269697,94,0,2.1,84,94,5.49,94,3.0,1155.2582,8.0,7.8,0.536,11.1
66.2,0,0.7,325.1114746,83,0,38.7,0,88,6.44,84,0.1,944.81684,1.4,1.4,0.442,6.6
67.3,0,0.01,225.7307751,95,0,3.1,0,95,8.35,95,0.2,1821.878734,5.6,5.4,0.562,11.1
72.6,10,1.41,81.7274712,79,146,43.9,12,86,4.92,84,0.1,1177.629268,6.8,6.6,0.588,10.0
75.8,1,5.69,527.60848,95,0,49.5,2,92,8.9,95,0.2,4591.892776,2.2,2.1,0.733,12.8
73.6,57,7.33,564.5233902,99,0,51.1,64,99,8.65,99,0.1,8553.3847,3.0,2.9,0.714,13.8
71.4,95,7.0,140.9824766,92,1,45.3,109,99,7.13,99,0.1,2819.649531,3.3,3.3,0.692,14.6
75.8,40,5.11,980.2537444,98,23,57.2,47,98,5.83,98,0.1,8767.92258,1.8,1.7,0.723,12.2
64.0,1600,1.2,27.33800857,6,55443,13.0,2100,58,4.22,63,0.3,621.3183767,27.2,28.2,0.518,9.2
78.0,0,12.12,170.9884138,91,0,57.7,0,94,7.1,94,0.1,1444.1589,2.4,2.4,0.814,16.2
79.5,2,12.26,228.3543024,82,67,58.8,2,98,7.25,98,0.1,1719.53541,0.6,0.5,0.828,15.7
72.8,4,0.59,313.3626015,98,1,58.6,4,98,8.8,98,0.1,2537.349,3.9,3.8,0.733,13.7
57.6,25,1.28,7.615430126,75,928,22.0,39,77,4.2,75,1.8,82.1513498,8.1,8.0,0.444,9.1
52.7,505,8.54,204.7186256,42,6447,23.5,788,42,3.3,42,4.4,2755.297787,1.7,1.6,0.507,9.7
76.3,0,1.59,100.503021,98,6,21.2,0,98,9.22,98,0.1,597.1659,14.1,14.2,0.651,11.8
55.0,56,0.55,81.8405007,74,2,19.0,96,76,6.97,74,1.7,595.6368319,9.4,9.3,0.363,6.4
52.6,46,0.01,11.3020668,37,1275,18.7,78,44,3.62,37,2.9,125.998515,8.7,8.5,0.39,7.3
82.3,0,7.3,1142.212403,67,26,59.0,0,98,11.93,98,0.1,5918.19898,1.5,1.3,0.906,15.8
53.6,2,4.93,56.93670561,89,313,29.7,4,89,8.47,89,21.6,369.239336,5.4,5.6,0.523,11.0
53.2,72,1.48,0.796915785,75,4,19.7,104,74,4.91,75,12.6,53.127719,3.7,3.7,0.372,8.8
54.0,23,0.01,1.321464076,92,15,23.3,33,92,11.59,92,0.8,71.8186998,7.7,7.6,0.413,9.3
68.4,22,0.27,112.1229028,92,2359,16.9,27,92,6.73,92,0.2,692.1166842,16.5,16.9,0.529,12.0
76.0,0,5.13,66.04635027,88,8,52.1,0,92,8.58,91,0.1,575.31664,2.8,2.7,0.71,13.1
65.5,1300,1.93,43.03043312,29,44258,14.9,1800,69,4.34,7,0.3,991.484634,27.0,27.9,0.556,10.2
72.9,3,10.6,919.1673438,99,353,55.0,3,96,5.21,96,0.1,8214.185378,3.2,3.6,0.766,14.1
74.9,248,4.88,50.28348923,99,52461,27.3,288,99,5.8,99,0.1,3838.434292,4.4,3.8,0.682,12.2
68.2,15,11.21,137.0063357,98,101,57.0,18,98,7.44,98,0.3,8562.89598,2.3,2.5,0.776,14.0
74.9,0,15.04,1717.088711,95,0,57.1,0,95,6.93,95,0.1,14726.31828,2.0,2.0,0.836,16.1
62.0,6,1.23,11.42385961,91,55,14.7,9,91,3.29,91,1.3,317.3294336,9.2,9.2,0.405,5.3
48.4,3,7.19,25.21683318,83,10,25.9,4,87,5.26,84,46.4,1637.4567,9.4,9.6,0.516,9.4
74.3,1,12.03,153.1400362,95,0,65.1,1,88,8.44,88,0.1,7853.335191,1.9,1.9,0.787,14.8
74.6,2,9.59,1230.748231,96,1159,59.2,2,88,5.6,92,0.1,9585.266593,2.7,2.9,0.794,14.7
56.7,4,3.21,53.30782696,83,26,23.1,7,82,6.7,83,5.9,543.957418,8.0,7.9,0.405,8.9
72.5,13,6.26,321.1953005,96,3526,22.6,15,98,3.55,98,0.5,2893.651356,8.9,9.1,0.682,12.0
74.6,1,9.56,915.3190791,94,370,57.7,1,94,9.72,94,0.1,6423.291783,2.2,2.2,0.757,13.5
67.6,0,0.85,28.90135229,9,0,43.8,0,93,6.42,9,0.1,146.931125,1.2,1.2,0.482,9.0
75.4,201,5.74,94.4344566,99,6183,3.0,233,99,5.26,99,0.1,6337.882993,3.9,3.3,0.703,12.4
73.0,0,7.44,376.4570185,98,0,56.0,0,98,6.29,97,0.1,4132.34927,2.7,2.7,0.746,14.8
49.4,4,2.75,104.3144732,91,0,29.2,6,89,9.8,91,18.2,923.136931,7.6,7.4,0.453,10.8
72.6,0,1.1,569.6255035,84,0,71.5,0,88,5.13,86,0.1,3392.64743,0.1,0.1,0.698,14.5
68.0,21,2.56,92.81479759,98,0,4.0,24,99,6.31,98,0.2,1213.265328,3.1,3.1,0.651,11.8
58.9,41,1.5,78.71123825,84,435,22.4,62,85,4.51,84,3.1,498.172394,8.1,8.1,0.499,8.1
69.9,0,6.68,332.2751709,96,1,55.7,0,97,6.17,97,0.1,3572.8513,2.8,2.8,0.728,14.2
64.7,35,0.21,31.93187316,27,12074,13.4,47,8,5.82,8,0.2,287.4156,17.8,18.4,0.463,9.3
71.1,0,13.3,1888.149904,96,1,59.3,0,96,6.61,96,0.1,14961.56818,2.9,2.9,0.82,16.5
72.5,0,1.08,4.783805563,84,0,72.1,0,86,4.67,84,0.1,37.846563,0.1,0.1,0.703,14.5
62.8,22,0.28,1.08833088,88,6,2.8,34,87,4.94,88,0.6,11.33678,1.8,1.7,0.435,7.1
74.1,18,0.43,198.7343495,99,10,57.5,21,99,5.91,99,0.1,3154.513484,6.4,6.2,0.64,12.1
69.6,0,7.24,69.63051047,96,0,45.0,0,97,4.76,96,0.6,4324.876427,3.5,3.5,0.7,12.8
77.3,2,10.71,243.808475,96,0,61.1,2,94,6.35,98,0.1,14341.675,1.9,2.1,0.85,16.4
58.0,30,2.47,184.3649102,83,15754,2.7,45,8,4.41,83,6.8,1463.213573,6.7,6.5,0.533,11.8
63.0,61,1.73,56.58984221,9,95,18.9,89,9,3.97,9,4.3,967.34773,8.2,8.0,0.523,11.1
51.1,69,8.1,35.95857279,77,8523,22.1,105,67,4.26,77,2.3,484.616884,8.6,8.5,0.523,11.4
80.0,0,10.55,2159.756205,96,1,58.7,0,99,7.44,99,0.1,28951.15556,0.9,1.0,0.85,13.8
79.7,0,10.69,2443.325028,96,0,58.3,0,99,7.54,99,0.1,32233.83942,0.9,1.0,0.847,13.8
71.5,0,4.08,407.779262,97,777,26.9,0,99,4.15,99,0.1,4623.347642,7.9,7.8,0.687,12.6
61.4,36,0.68,38.41870375,82,2,16.3,54,83,5.11,85,0.6,292.157443,8.0,7.9,0.478,9.0
76.0,38,5.35,105.7476131,98,0,57.9,45,98,5.92,98,0.1,933.341687,1.7,1.7,0.731,12.3
74.5,3,2.8,20.76877311,99,51,21.2,4,99,3.21,99,0.1,335.521375,15.3,15.2,0.752,13.7
74.6,3,2.56,41.62053588,99,2107,21.9,3,99,3.68,99,0.1,361.289374,15.2,15.1,0.757,13.8
57.6,27,0.01,59.48744893,91,3,19.2,40,87,11.38,91,5.1,354.7253961,6.5,6.3,0.466,10.7
68.3,20,2.73,119.4571154,99,117,4.7,23,99,5.34,99,0.2,1377.8214,3.0,3.1,0.657,11.9
81.6,2,8.3,9748.636237,7,10,65.3,2,99,1.78,95,0.1,52496.69487,0.5,0.5,0.907,15.9
69.4,0,0.01,431.4854874,99,0,6.2,0,99,4.16,99,0.1,4546.73854,4.0,3.7,0.714,14.9
66.1,15,2.13,48.35423978,92,4779,15.9,17,95,6.36,94,0.6,738.2326684,11.1,11.4,0.52,10.5
81.1,1,9.05,1162.656768,2,10,6.5,1,97,11.1,97,0.1,49474.7561,1.0,0.9,0.921,18.1
73.0,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.8,2.9,0.708,11.6
78.0,1,4.15,1185.412346,88,0,51.4,1,89,7.82,89,0.1,5245.187372,2.0,1.9,0.727,12.6
62.7,1,0.53,229.4410095,82,28,33.8,2,82,9.14,82,2.1,1622.637974,5.6,5.4,0.464,6.3
81.0,0,9.04,212.0859259,96,0,59.2,0,99,7.46,99,0.1,2797.96736,0.9,1.0,0.85,13.8
62.2,2,5.76,668.9562854,95,8,35.7,3,96,5.25,95,5.5,7645.21469,7.7,7.4,0.678,12.4
65.1,1,7.84,1.776181042,91,0,38.4,1,91,5.73,91,1.9,145.58861,5.8,5.6,0.613,11.2
69.5,5,6.48,26.4072659,99,73,51.4,6,98,4.3,98,0.1,1389.8561,2.4,2.5,0.782,15.0
71.5,0,4.14,369.6317105,88,0,26.4,0,88,4.24,88,0.1,3957.51296,7.9,7.9,0.683,12.5
72.4,4,0.54,23.37167228,97,6187,26.0,5,98,3.4,98,0.1,445.17471,9.8,9.6,0.715,11.6
68.5,0,4.99,262.8299189,97,0,42.0,0,93,4.38,89,0.1,3556.561825,3.7,3.6,0.678,11.9
74.5,1,6.13,221.482875,91,3188,55.3,1,91,7.42,91,0.1,4429.6575,2.7,2.8,0.759,13.5
68.8,0,0.01,24.73328608,94,0,48.9,0,99,5.42,94,0.1,188.5159,1.1,1.2,0.509,9.5
78.1,0,9.56,950.8027925,89,0,52.8,0,97,5.77,97,0.1,14672.8826,0.9,1.0,0.798,12.5
72.0,0,3.0,21.2543002,89,0,65.6,0,94,5.31,95,0.1,154.68923,0.2,0.2,0.64,12.1
77.0,4,10.16,152.6368899,98,35,51.4,5,99,4.33,99,0.1,1668.162731,4.0,4.3,0.703,11.5
44.0,46,1.1,3.885394742,64,92,14.8,75,79,4.82,64,24.7,29.9798977,7.7,7.6,0.388,10.4
66.5,1,0.16,283.806236,95,11,18.0,1,93,5.88,95,0.3,1741.142552,17.3,18.1,0.0,10.1
54.8,88,0.01,10.42496,62,6532,12.2,122,24,8.2,24,0.1,114.56,2.3,2.5,0.338,5.5
66.5,0,1.08,156.2847968,75,0,39.6,0,78,6.9,78,0.1,784.9562874,1.4,1.4,0.446,7.3
68.1,55,4.61,24.58973399,89,2920,24.3,69,84,4.56,89,0.1,276.289146,1.0,9.7,0.671,11.7
58.0,80,1.23,67.33378735,75,12598,18.5,117,71,6.87,8,16.2,369.1545359,3.9,3.8,0.341,7.3
67.8,1,0.01,253.8285861,99,0,49.2,2,99,4.22,99,0.1,4368.82248,2.2,2.3,0.712,14.7
74.1,10,6.07,748.4451054,98,3156,29.0,11,99,4.12,99,0.2,5491.159981,8.1,8.2,0.72,13.3
61.9,35,0.71,55.43034455,84,0,16.7,51,83,4.98,84,0.6,377.8482928,7.9,7.8,0.483,9.1
65.8,1,0.29,169.2023968,95,2,17.4,1,96,5.27,95,0.3,1335.45696,17.5,18.3,0.0,9.6
73.2,9,0.93,10.21129783,82,189,46.8,10,84,4.48,81,0.1,148.852738,6.5,6.3,0.61,10.6
81.5,1,2.55,508.6645438,98,5,62.6,1,96,7.46,96,0.1,27795.87671,1.2,1.1,0.876,15.6
62.7,8,0.01,8.88028118,8,62,29.4,12,8,3.63,8,1.1,145.57838,8.1,7.9,0.501,8.2
75.0,4,3.5,2.092343893,85,0,44.2,5,85,5.71,85,0.4,11.147277,2.2,2.1,0.577,10.7
75.5,7,3.92,41.88087712,88,72,52.1,8,85,6.48,87,0.1,572.14313,1.3,1.2,0.717,13.3
58.3,41,1.46,53.23775977,8,60,21.8,62,81,3.96,8,3.2,423.1936389,8.4,8.3,0.491,7.7
69.9,24,0.58,88.16506179,9,10841,47.3,28,91,5.25,91,0.1,1721.973863,6.6,6.4,0.551,9.3
80.0,2,7.8,5513.329924,14,7,6.6,2,91,9.56,91,0.1,31979.87195,0.5,0.4,0.881,15.8
75.6,10,8.33,1398.042623,94,3,59.2,11,97,7.63,94,0.1,8161.36966,1.0,0.9,0.794,16.5
66.6,0,5.69,7.495401346,96,0,27.7,0,96,5.44,96,0.5,134.326189,6.0,5.9,0.546,10.6
51.7,67,8.33,23.965612,64,11699,22.7,101,68,3.31,64,2.0,479.31224,8.5,8.3,0.527,11.4
81.0,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.7,1.9,0.86,15.2
57.4,22,4.16,3.595980333,96,129,16.6,33,95,8.58,96,1.5,26.479973,7.6,7.6,0.385,9.9
62.4,10,0.01,25.70881695,73,12,47.2,13,8,4.78,79,0.8,229.95364,1.3,1.3,0.506,10.0
79.8,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.7,1.9,0.854,15.0
75.4,1,5.86,27.46880965,95,0,56.3,1,93,7.18,95,0.1,488.768855,1.7,1.7,0.746,14.7
78.1,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.7,1.9,0.833,15.4
71.3,11,2.02,484.7187892,96,0,48.6,13,94,6.33,96,0.4,3299.65139,1.2,1.2,0.616,10.6
81.0,2,11.96,3715.370095,97,26,59.9,2,97,8.5,97,0.1,24918.64584,0.6,0.5,0.833,15.6
69.7,14,2.38,352.0244894,89,0,44.5,17,9,7.7,89,0.4,2256.56724,1.4,1.4,0.57,9.8
81.7,3,11.8,683.9190568,74,14949,6.6,3,99,11.33,99,0.1,4381.288,0.6,0.6,0.882,16.1
71.7,4,6.64,155.4233076,86,0,41.3,4,86,5.99,86,0.1,1174.779347,2.4,2.3,0.642,12.7
69.2,14,2.35,41.50845637,87,0,43.8,18,87,6.79,87,0.4,277.83438,1.4,1.4,0.567,9.6
52.3,4,2.39,195.825251,96,172,3.2,6,95,11.79,96,10.5,1352.38433,6.8,6.6,0.469,11.0
74.0,0,6.5,1389.772683,9,0,42.0,0,91,5.29,9,0.4,16683.94578,5.9,6.3,0.772,12.5
68.6,154,0.01,46.36536703,95,2924,13.5,201,96,2.8,94,0.1,541.651484,19.5,2.1,0.513,8.6
75.0,231,5.75,5.660754839,99,38159,28.1,268,99,4.89,99,0.1,456.512487,4.2,3.6,0.691,12.5
67.0,13,2.12,60.18591771,88,722,17.0,15,87,5.64,88,0.3,882.491462,11.0,11.2,0.533,10.7
78.0,0,8.24,478.0644911,98,0,56.3,0,98,6.15,98,0.1,5134.95694,2.6,2.6,0.761,15.2
73.6,12,4.28,113.2436346,88,0,54.2,15,88,6.76,88,0.1,625.65544,2.2,2.0,0.695,12.8
74.6,0,6.17,709.1311228,93,0,57.8,0,95,6.13,95,0.1,7325.73474,2.1,2.1,0.774,14.2
67.6,6,5.92,21.22386354,77,411,55.7,6,99,6.93,97,0.9,148.522488,2.8,2.9,0.691,14.3
77.0,4,9.62,37.82275031,99,14,52.4,5,98,4.57,98,0.1,2124.873613,3.7,4.1,0.714,12.0
51.0,85,1.68,42.52689559,76,28898,17.7,124,67,6.39,85,15.3,283.8911588,4.0,3.9,0.318,6.7
75.9,0,1.76,1077.712092,98,0,2.3,0,98,9.3,98,0.1,5828.621374,14.2,14.3,0.641,11.8
73.0,3,5.39,30.93519548,85,0,45.6,3,81,9.14,85,0.1,2599.596259,2.1,2.0,0.663,12.1
65.0,2,2.91,122.1206485,98,26,43.0,2,98,4.68,99,0.1,1334.651896,2.2,2.4,0.649,12.7
80.0,0,9.08,372.6854142,95,2,63.1,0,99,9.76,99,0.1,2971.973,0.8,0.7,0.857,16.2
73.1,4,0.61,535.2786404,97,2,6.1,4,98,8.78,97,0.1,3385.69665,3.8,3.8,0.739,13.6
73.1,15,4.53,62.43710774,93,0,51.3,17,94,6.11,93,0.1,379.78776,2.3,2.1,0.669,11.5
69.0,43,7.34,978.5905287,7,25,49.5,54,73,8.78,73,4.5,6876.953821,5.4,6.5,0.652,12.8
64.3,30,0.87,59.97914461,7,2,19.0,42,71,3.46,7,0.4,443.9611,7.4,7.3,0.506,10.2
73.9,5,1.69,72.4280894,32,65,15.6,5,98,3.95,99,0.1,989.4547732,15.4,15.5,0.697,12.7
83.0,2,7.16,2352.999591,95,0,63.1,2,95,7.79,95,0.1,14817.37778,0.8,0.8,0.841,16.2
78.2,0,10.16,100.8086193,89,0,53.3,0,97,5.78,97,0.1,1562.92433,0.9,1.0,0.8,12.4
51.7,2,6.37,629.8425643,92,5,32.7,3,96,5.62,96,20.6,5351.253732,1.0,9.9,0.593,11.9
47.8,2,5.37,250.8916484,86,2672,29.9,4,97,4.64,97,38.8,3349.68823,12.3,12.2,0.559,11.7
57.6,4,0.01,0.948526366,87,0,24.3,6,87,5.96,87,5.3,67.7518833,7.7,7.5,0.416,9.1
71.2,0,6.02,1122.972967,86,0,57.0,0,86,5.96,86,0.4,9484.56898,3.5,3.5,0.719,12.7
73.2,3,5.65,359.9760397,89,0,46.4,3,85,9.1,89,0.1,3225.591754,2.1,2.0,0.664,12.4
70.0,0,6.58,670.0920883,95,0,5.1,0,95,5.79,95,0.2,4852.223666,3.4,3.4,0.705,12.8
77.0,0,12.19,1913.356642,97,12,61.3,0,96,7.8,96,0.1,14539.18421,1.6,1.5,0.808,14.5
67.4,2,0.01,30.17998548,83,16,16.2,2,83,1.1,83,0.1,1117.77724,11.2,11.3,0.618,12.5
57.5,43,4.55,90.46018236,91,2511,16.6,74,9,7.17,91,1.0,575.4464527,9.0,8.6,0.365,6.3
89.0,0,12.6,7163.348923,98,70,63.4,1,99,1.59,99,0.1,47439.39684,1.0,1.0,0.89,16.3
74.2,12,4.37,184.3073618,85,6,55.0,14,85,6.64,85,0.1,7227.73968,2.2,2.0,0.7,13.0
67.5,25,0.22,6.19357029,89,189,15.9,32,93,6.41,89,0.2,48.7299,16.9,17.4,0.502,10.5
71.0,0,8.81,80.0328375,98,0,56.6,0,99,6.51,99,0.1,6351.8125,2.5,2.6,0.776,15.5
75.4,1,5.66,882.356362,94,0,57.7,1,95,11.59,94,0.1,4117.38853,1.7,1.6,0.75,15.5
55.9,50,0.01,68.55839112,85,609,27.2,76,85,4.34,85,4.6,1255.648189,5.9,5.9,0.496,10.4
69.1,0,0.01,19.79057439,97,0,22.7,1,97,3.83,97,0.6,235.882889,15.9,16.5,0.589,12.6
54.8,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,6.3,6.3,0.473,9.2
